2005262559|NOVELTY - A temperature sensor detects the temperature of each coil which supplies poly-phase alternating current to a motor. A temperature selection unit selects the temperature of any one of the coils based on the phase of the current supplied to the motor. A torque control unit decreases the torque of motor, when the vehicle is in stall state and the selected temperature exceeds a preset value.    USE - For controlling motor of electric vehicle.    ADVANTAGE - Improves running performance of vehicle in stall state and provides comfortable driving feeling.    DESCRIPTION OF DRAWING(S) - The figure shows a flowchart illustrating the motor control process. (Drawing includes non-English language text).
2003853323|NOVELTY - The device has paths (10) for allowing a cooling medium to flow in right and left directions between the longer side faces of the rechargeable batteries (2). A delivering device (11) delivers the cooling medium to the cooling medium paths.    USE - For battery pack.    ADVANTAGE - Reduces the height of the battery pack and the cooling device, thus ensuring space for placing the driving power source for vehicles without any difficulty to increase the degree of freedom for a layout.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for a rechargeable battery.    DESCRIPTION OF DRAWING(S) - The figure shows the exploded perspective view of the schematic configuration of the cooling device.    Rechargeable batteries (2)    Cooling medium paths (10)    Delivering device (11)    Cooling medium introducing ducts (12a,12b)
2005223586|NOVELTY - Lead-acid battery comprises lead-based negative electrode(s); lead dioxide-based positive electrode(s); capacitor electrode(s); and electrolyte in contact with the electrodes. A battery part is formed by the cathode and the anode. An asymmetric capacitor part is formed by the capacitor electrode and one electrode selected from the lead based cathode and the lead-dioxide based anode.    USE - For use as mild hybrid electric vehicle battery.    ADVANTAGE - The battery has improved life span and/or improved overall performance compared to current batteries.    DETAILED DESCRIPTION - Lead-acid battery comprises lead-based cathode(s) (1); lead dioxide-based anode(s) (2); capacitor electrode(s) (3); and electrolyte (7) in contact with the electrodes. A battery part is formed by the lead based negative electrode and the lead dioxide-based positive electrode. An asymmetric capacitor part is formed by the capacitor electrode and one electrode selected from the lead based negative electrode and the lead-dioxide based positive electrode. All negative electrodes are connected to a negative busbar (9), and all positive electrodes are connected to a positive busbar (8). INDEPENDENT CLAIMS are also included for:    (a) capacitor cathode comprising a current collector and a paste coating comprised of a high surface area capacitor material, a binder and 5-40 weight % additive or additive mixture selected from hydroxides or sulfates of lead, zinc, cadmium, silver and bismuth, provided that the additive includes at least one oxide, hydroxide or sulfate of lead or zinc; and    (b) a capacitor anode comprising a current collector and a paste coating, the paste coating comprising a high surface area capacitor material, a binder and 10-40 weight % additive mixture comprised of lead oxide, an oxide, hydroxide or sulfate of antimony, and optionally oxides, hydroxides or sulfates of iron and lead.    DESCRIPTION OF DRAWING(S) - The figure shows a schematic side view of a lead-acid battery.    Cathode (1)    Anode (2)    Capacitor electrode (3)    Separators (6)    Electrolyte (7)    Positive busbar (8)    Negative busbar (9)
2008C36810|NOVELTY - An inverter has U-phase (15), V-phase (16) and W-phase (17) comprising insulated gate bipolar transistors (IGBT) (Q3-Q8) connected in series with each coils of a three-phase alternating current motor generator (MG2). A short-circuit detector detects the closed-circuit failure in the arms of the phases so that the operation of the failed arms is switched to the opposite arms to control the electric current flowing through each phase coil of the motor generator.    USE - Motor drive unit for use in motor vehicle such as electric vehicle and hybrid vehicle.    ADVANTAGE - A reliable vehicle is realized at low cost. The safety and output performance of the motor during abnormal detection operation of inverter are securable by a simplified and cheap structure. The running performance during evacuation driving is improved.    DESCRIPTION OF DRAWING(S) - The drawing shows a circuit diagram of the inverter. (Drawing includes non-English language text)    U-phase (15)    V-phase (16)    W-phase (17)    Motor generator (MG2)    IGBTs (Q3-Q8)
2010A36122|NOVELTY - The flow cell (100) has half-cells (102,104) that are separated by ion exchange membrane (106). The electrolyte is discharged through the half-cells. The electrodes (108,110) of the cells are coupled to either supply electrical energy or receive electrical energy from load/source (124). The figure-of-merit of the membrane is dependent on thickness and average pore size membrane and average viscosity of the electrolyte.    USE - Reduction-oxidation flow cell used in building such as hospital and electrical vehicle.    ADVANTAGE - The mixing of the electrolyte can be suppressed since the occurrence of plating or de-plating of the reactant at the electrodes is avoided by providing the membrane.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for method for providing porous membrane for flow cell.    DESCRIPTION OF DRAWING(S) - The drawing shows a block diagram of the reduction-oxidation flow cell.    Flow cell (100)    Half-cells (102,104)    Ion exchange membrane (106)    Electrodes (108,110)    Load/source (124)
1995282986|The apparatus comprises a frame, an arbor rotatably mounted on the frame, and a device for rotating the arbor to wind the anode plate, the cathode plate and the separator about the arbor to thereby form the winding. The diameter of the winding increases from an initial diameter to a completed diameter during the winding. A series of rollers are arranged on the frame about the arbor and are movable away from the arbor. Only a portion of the series of rollers contact the winding when the winding is of the initial diameter, and additional rollers contact the winding when the winding reaches a first intermediate diameter between the initial and completed diameters.    A device winds the anode and cathode plates in an offset relationship so that an elongated side edge of the cathode plate extends beyond an elongated side edge of the anode plate at a first side of the winding, and an elongated side edge of the anode plate extends beyond an elongated side edge of the cathode plate at a second side of the winding opposite the first side.    ADVANTAGE -   R$educes possibility of failure of seals.
2001371672|NOVELTY - The apparatus has an elevatable ram which fixes a support stand which fixes the battery connection plate (1), a punch with respect to an intermediate connection part (18) of a terminal (6) of the plate, a crimper with respect to the electric wire press attachment part (14) of a terminal, a punch receptacle with respect to the punch, and an anvil with respect to the crimper.    USE - For battery connection plate assembled to battery for electric vehicle.    ADVANTAGE - Increases efficiency of processing operation of a terminal including the slitting operation of an intermediate connection part of a terminal since the intermediate connection part can be cut while the electric wire press attachment part of a terminal performs the press attachment connection of electric wire.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for a terminal processing method.    DESCRIPTION OF DRAWING(S) - The figure is a top view showing a battery connection plate.    Battery connection plate (1)    Terminal (6)    Electric wire press attachment part (14)    Intermediate connection part (18)
1998130945|"      The battery apparatus comprises a housing (100) with an external case and two external terminals (101,102), and a number of bipolar plates (104) located in the housing and stacked relative to one another. The plates, forming battery cells, and physically stacked together and bounded at the end by first and second end collectors. The plates include an electrical conducting core plate with positive and negative sides having a positive active material and a negative active material, respectively.    The plates also include an edge portion, extending in a direction that is perpendicular to a direction extending of the plates, and is inclined relative to the perpendicular, so that the stacked plates have an outer stacking surface of a first bipolar plate stacked against an inner surface of a second adjacent bipolar plate, forming a sliding seal for a battery cell that is formed by the first and second plates. A compression element biases the stack of bipolar plates relative to the housing.    ADVANTAGE -   Achieves optimal performance by maintaining high uniform, separate pressure of optimum value. "
2005400670|NOVELTY - The cathode active material lithium vanadium oxide having spinel structure, which consists of microparticles of average particle diameter 5 microns or less. The aqueous lithium ion secondary cell using the cathode active material contains an aqueous electrolyte liquid as electrolyte liquid.    USE - For aqueous lithium ion secondary cell (claimed) used as power supply for electric vehicles, information technology equipment and communication apparatus such as personal computer and mobile telephone.    ADVANTAGE - The cathode active material provides aqueous lithium ion secondary cell having high energy density and favorable discharge capacitance.    DETAILED DESCRIPTION - The cathode active material lithium vanadium oxide (LiV2O4) having spinel structure, which consists of microparticles of average particle diameter 5 microns or less. The aqueous lithium ion secondary cell using the cathode active material contains an aqueous electrolyte liquid as electrolyte liquid.    INDEPENDENT CLAIMS are included for the following:    (1) manufacture of cathode active material; and    (2) aqueous lithium ion secondary cell (1).    DESCRIPTION OF DRAWING(S) - The figure shows the structure of aqueous lithium secondary battery. (Drawing includes non-English language text).    aqueous lithium secondary battery (1)    anode (2)    cathode (3)    separator (4)    gasket (5)
2006340913|NOVELTY - Limiting discharging current is found from minimum prescribed voltage to prevent over-discharging, and a limiting charging current is found from a prescribed minimum voltage to prevent overcharging. Current is controlled so that discharging current greater than or equal to limiting discharging current and charging current less than or equal to limiting charging current do not flow through the rechargeable battery.    USE - For controlling power of rechargeable battery of power source apparatus used in powering motor to drive car.    ADVANTAGE - Appropriately sets the amount of usable power of rechargeable battery corresponding to the state of the battery. Enables use of rechargeable battery to its maximum capability within the range of safe operation. Power source apparatus can be used effectively with high degree of reliability.    DETAILED DESCRIPTION - The amount of usable power is limited during charging and discharging of rechargeable battery. Current-voltage characteristic function of the rechargeable battery is determined based on the charging and discharging current flow and the charging and discharging voltage of the rechargeable battery. An INDEPENDENT CLAIM is also included for a power source apparatus used in powering motor to drive car.    DESCRIPTION OF DRAWING(S) - The figure shows a block diagram of the power source apparatus including the rechargeable battery.
2003784719|NOVELTY - A lead material (2) has a flat plate (22) with a pair of V-shaped side portions (23) on both sides and a connection protrusion (28) protruding to inner direction from tip of both side portions and connected to a collector (10) by welding.    USE - Storage battery such as nickel hydrogen storage battery, nickel cadmium storage battery.    ADVANTAGE - A stabilized welding quality and vibration proof can be ensured with respect to collector and sealant, by providing lead material whose flat plate side portions absorb external pressure by elastic deformation.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for storage battery manufacturing method.    DESCRIPTION OF DRAWING(S) - The figure shows the top and longitudinal cross-sectional views of the storage battery. (Drawing includes non-English language text).    lead material (2)    battery case (3)    collector (10)    flat plate (22)    side portion (23)    connection protrusion (28)    sealant (31)
2006326228|NOVELTY - Battery is a solid electrolyte cell having sequential lamination of a collector (2), an anode active material layer (3), a solid electrolyte layer (7), a cathode active material layer (5) and another collector (2). Thermoplastic polymer electrolyte layers (4a,4b) are provided between layers (3,7) and/or layers (5,7).    USE - As power supply for electric vehicle (claimed), e.g. hybrid car.    ADVANTAGE - Battery has improved volume energy density and volume power density, and provides electric vehicle having high reliability and durability. The capacitance and voltage are stably controlled.    DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for:    (a) manufacture of solid electrolyte cell;    (b) laminated battery;    (c) battery pack; and    (d) electric vehicle.    DESCRIPTION OF DRAWING(S) - The figure shows the sectional view of unit cell portion of solid electrolyte cell.    collector (2)    anode active material layer (3)    thermoplastic polymer electrolyte layers (4a,4b)    cathode active material layer (5)    solid electrolyte layer (7)
1994017999|The torque control system includes a driver for converting a DC power supply voltage to generate a drive current based on a command amplitude value. Input power is calculated. Rotational speed of the motor is detected. A target power is calculated based on the rotational speed.    A command torque value is calculated. A control signal is produced from the difference between input electrical power and target power. Command amplitude value is controlled based on the control signal.    ADVANTAGE -   Reduced size. Improved noise resistance.
1981K5198D|A pulse control circuit for a DC series motor (10) having an armature (12) and two oppositely-would field windings (14F,14R) includes a contactor (8) in series with the motor and two thyristors (22F,22R) each connected in series with the armature and a respective one of the field windings. A control unit (32) is provided for controlling the mark-space ratio of conduction of each thyristor, one or other of the thyristors being brought into operation in dependence upon the desired direction of drive of the armature. A unit (42) is provided for sensing failure of commutation of one of the thyristors and for causing opening of the contactor and firing of the other thyristor in response to such sensing. This arrangement limits the net field flux and motor torque in the period during which the contactor is opening.    The unit (42) senses the voltage across the thyristor following initiation of commutation and detects whether the voltage rises to a predetermined value within a predetermined time. Alternatively, the length of conduction of the thyristor is sensed or the motor current is measured. The control circuit is used for electric vehicles.
1995377012|The non-aqueous battery is provided with a positive and negative electrode (2, 1) respectively. An electrolyte film (3) which acts as a separator is impregnated inbetween the electrode, thus forming an unit cell. Number of such unit cells are assembled inside a battery container (4), in a vertical manner.    A set of negative electrode leads (5) connected with each negative electrode, is connected to a common negative electrode external terminal (6) provided on the outer side of the container. A set of positive electrode leads (7) connected to each positive electrode, is connected to a positive electrode external terminal (8). The battery consists of numerous such external polar terminals which are electrically connected through the resistor which has positive temperature coefficient effect.    ADVANTAGE -   Avoids internal short circuit of battery. Decreases smoke emission from battery. Increases battery capacitance and safety.
2004208339|NOVELTY - The organic-electrolyte secondary battery has anode (1) equipped with anode active material, which consists of complex oxide, which substituted one part of manganese of lithium manganate or lithium manganate by another element, cathode (2) equipped with a cathode active material, and organic electrolyte. The organic electrolyte comprises organic per oxide.    USE - The organic electrolyte secondary battery is useful as electric power unit for portable machine or electric power unit for drive of the power for electric vehicles, as mobile communication apparatus such as audio-video equipment such as portable information device, such as laptop computer, and word processor, camcorder and liquid crystal television and mobile telephone.    ADVANTAGE - The battery is excellent in cycle-life property and can be effectively produced in mass scale.    DESCRIPTION OF DRAWING(S) - The figure shows cylindrical shape organic-electrolyte secondary battery. (Drawing includes non-English language text).    anode (1)    cathode (2)    separator (3)    battery case (4)    center pin (5)    covering unit (6)    gasket (7)    lead anode (8)    lead cathode (9)    PTC element (10)    safety valve (11)    insulator 1 (12)    insulator 2 (13)
1991340879|The float controlled valve is built into the unit used to fill traction batteries. The valev has a dome shaped element (31) that is moved vertically to engage an 'O' ring seat (42) to interrupt the connection between the fluid inlet (16) and outlet (17).    The valve elemnt is attached to a rod (35) that is supported at the end of an arm (36). This connects directly with a pin attached to a float (39). As the liquid level increases the valve element (31) is moved vertically until the closed position is reached.    ADVANTAGE -   Simple construction. Provides fast closure of valve.
1994151624|A charging station includes a coupling link with a magnetic core and a core-mounted conductor at least partially surrounded by the core. The core-mounted conductor is contoured for selectively at least partially surrounding each load loop. A primary convertor is coupled to the core-mounted conductor for converting power from a source into AC power at a selected charging rate corresponding on a load when coupled to it by the link.    The primary convertor converts power at the selected charging rate in response to a charging rate indicator for indicating the selected charging rate.    ADVANTAGE -   Enhances user safety, increases convenience, decreases recharging time and increases battery life.
1995158637|The fixing structure provides arrangement area for two or more batteries (8) in a frame (7) bonded on the floor panel. A belt (14) is provided on top of the battery column and is fixed on the base wall of the frame. The belt's surface (14as), side edge (14bs) and a control unit's top (17) and bottom (18) parts are press-fitted and shaped. A non-contacting part (19) of the structure is separated from the back corner (C) of a battery top.    ADVANTAGE -   Inhibits belt and battery damage due to stress reduction.
1982B3154E|The monitoring system for the charging state of the batteries of an electrically driven vehicle is used for a set of nine 24V batteries in series, giving a nominal voltage of 216V. The remaining charge in the batteries is monitored and the max. flow to the driving motor is limited when this charge falls below a predetermined value. This limiting action is carried out in stages.    The batteries can be arranged in sets for monitoring purposes, and the remaining charges can be used to determine the set with the lowest voltage, each set consisting of a number of batteries in series. The battery currents are measured and the separate voltages of the sets are corrected according to the polarisation voltages. The temps. of the electrolyte are measured and the voltages of the various sets are corrected according to the temps.
2006204271|NOVELTY - A control module controls a motor to output an adjusted driving force and a locking structure to lock an axle when a driver's depression amount of a brake pedal becomes less than a preset level to move the vehicle in the acting direction of a vehicle weight force component after the operation of a gear shift lever to a parking position.    USE - Motor vehicle.    ADVANTAGE - Enables reducing potential shock of gear engagement in locking structure. Reduces driver's feeling of idle running when driver's depression amount of brake pedal becomes less than a preset level after operation of gear shift lever to parking position.    DETAILED DESCRIPTION - The motor vehicle includes the locking structure which locks an axle in a non-rotatable state through a gear engagement. A setting module sets the adjusted driving force smaller than the vehicle weight force component acting in a longitudinal direction based on a road surface gradient and applied in a force component canceling direction. An INDEPENDENT CLAIM is also included for a motor vehicle control method.    DESCRIPTION OF DRAWING(S) - The figure shows the flowchart showing parking lock control routine executed by electronic control unit mounted on electric vehicle.
1999048222|Rolled electrodes and separators are enclosed in a battery container comprising a cylindrical inner portion (2) and a cylindrical outer portion (4) with ring-shaped end plates (5). During manufacture, electrolyte solution is injected via a hole in an end plate and the hole is sealed subsequently.    In one example, 100 cells are connected in series to provide about 300V for an electric motor in an electric powered vehicle.    ADVANTAGE -   Internal pressure and electrolyte leakage are avoided and heat developed in the cells is readily dissipated as insulating covers are not required.
2001048489|(NO9902487-A)   NOVELTY - The windings (23) are concentrated, not distributed in grooves, winding cores (45) are arranged alternating with iron cores (46) without windings. Every second core is provided with a winding, the number of grooves or intervals between cores and poles being different. The electrical machine is built for three phase voltage, with serial connection of adjoining coils to make groups per phase.    USE - For operating vehicles, thrust propellers and winches.    ADVANTAGE - The motor has low vibrations (noise), high starting torque, high efficiency when using laminated cores, high flexibility in design and can easily be provided with double or multiple stator. It can also be easily scaled up based on standard components i.e. power cores, magnets, iron yokes and coils.    DESCRIPTION OF DRAWING(S) - The figure shows a schematic section through the stator windings with cores of iron powder.    Windings (23)    Winding Cores (45)    Iron Cores (46)
2003794400|NOVELTY - The voltage of each unit cell is measured, and each unit cell is divided into an abnormal or normal group by comparing measured voltage of each unit cell with a pre- determined group division standard value. The frequency of measured voltage with respect to each abnormal unit cell is made higher than frequency of measured voltage with respect to each normal unit cell.    USE - For measuring cell voltage of battery pack used in electric vehicles.    ADVANTAGE - The voltage of each unit cell is monitored efficiently and correctly.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for cell voltage measuring device of the battery pack.    DESCRIPTION OF DRAWING(S) - The figure shows the circuit diagram of the cell voltage measuring device of the battery pack. (Drawing includes non-English language text).    battery pack (1)    cell selector switch (2)    switch for measurement voltage outputs (3)    buffer circuit (4)    microcomputer (5)
2003870039|NOVELTY - The motor (3) includes a yoke (32) that functions as a reinforcement material which is integrally formed with the trunk (21) of a wheel (2) so as to form a magnetic flux path for a permanent magnet (31).    USE - In-wheel motor for electric vehicle such as electric car.    ADVANTAGE - Reduces the weight of wheel and yoke portion of motor. Eliminates the need for a knuckle spindle mechanism.    DESCRIPTION OF DRAWING(S) - The figure shows the structure of in-wheel motor of electric vehicle.    wheel (2)    motor (3)    trunk of wheel (21)    outer rotor (30)    permanent magnet (31)    yoke (32)
2005118405|NOVELTY - An arithmetic unit calculates the estimated charging and discharging current of battery based on measured battery voltage. A comparator compares estimated charging and discharging current with detected battery charging and discharging current. A detector detects deterioration of battery based on the comparison result.    USE - For detecting deterioration of secondary battery such as nickel-hydrogen battery, lithium ion battery, nickel-cadmium battery, lead storage battery, used in electric vehicle such as fuel cell electric vehicle, hybrid electric vehicle, motor vehicle, car, bus, truck, air craft, ship, mobile phone, personal computer (PC), etc.    ADVANTAGE - Enables to detect the deterioration of battery at high precision.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for battery deterioration detection method.    DESCRIPTION OF DRAWING(S) - The figure shows the graph of state of charge (SOC) over-time change of battery. (Drawing includes non-English language text).
2007104731|NOVELTY - A slurry containing electrode active material (101), electrical conductive material (102) and a dispersant comprising ionic surfactant is formed. The formed slurry is applied on a collector to form an electrode.    USE - For manufacturing electrode e.g. anode of secondary battery mounted in vehicle (all claimed).    ADVANTAGE - The usage amount of electrical conductive material during manufacture of electrode is reduced and its dispersibility is improved. The electrode forms secondary battery having excellent output characteristics.    DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for the following:    (1) electrode;    (2) secondary battery; and    (3) vehicle.    DESCRIPTION OF DRAWING(S) - The figure shows the dispersion state of electrode active material in active material layer of the electrode.    Electrode active material (101)    Electrical conductive material (102)
1993268929|PWM inverter for motor control of electric motor car - varies carrier frequency of PWM signal generator according to car speed or motor revolution.
1975J6269W|During the electric braking of an inverter powered propulsion vehicle, it is desirable that the constant torque performance characteristics be extended to a speed beyond that for which pulse width modulation can be effectively used to control voltage. This extension is accomplished by compensating the current command signal, and thus the motor current, by an amount proportional to the speed of the vehicle and inversely proportional to the speed of the vehicle and inversely proportional to the inverter d-c voltage during periods of operation above the pulse width modulated speeds. A comparator is provided to select the higher of either the uncompensated or compensated current commands, thereby allowing the current command signal to be unaffected during pulse width modulation modes and to be automatically compensated at higher speeds.
